Number of hit	Text ID	Context before	Query item	Context after	URL	Matchbegin corpus position	Matchend corpus position
3499	nyt_eng_19940821_0003	, said in a statement from Trenton . `` For Jim McGreevey and the Democrats to label Bret Schundler an	extremist	at this time is offensive and irresponsible . '' A McGreevey spokesman , Richard McGrath , replied that it was	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3498	956017425	956017425
3500	nyt_eng_19940821_0003	access to the keys of mass destruction . The Internet has enabled societal fringe groups , religious cults , and	extremist	political organizations , traditionally geographically confined , to build large organizational networks , exchange information , and combine resources .	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3499	956139136	956139136
3501	nyt_eng_19940821_0003	access to the keys of mass destruction . The Internet has enabled societal fringe groups , religious cults , and	extremist	political organizations , traditionally geographically confined , to build large organizational networks , exchange information , and combine resources .	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3500	956140801	956140801
3502	nyt_eng_19940821_0003	who were demonstrating in support of Osama bin Laden , Arafat 's representatives sat down with the leaders of the	extremist	group Hamas and other Palestinian factions to produce a joint statement : `` We must continue the intifada and the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3501	956287970	956287970
3503	nyt_eng_19940821_0003	Endler said . But bin Laden 's network stretches globally and has support from an unknown number of individuals and	extremist	organizations . `` We have more to worry about from hacker groups and from countries sympathetic to Osama and the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3502	956588206	956588206
3504	nyt_eng_19940821_0003	computer attacks , Vatis said in congressional testimony last month . There is no shortage of computer skills among Islamic	extremist	groups in general and al-Qaida in particular , said Ely Karmon , senior research scholar with Israel 's International Policy	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3503	956588278	956588278
3505	nyt_eng_19940821_0003	had to examine my own biases . I 'm not so gullible as to believe there are no Muslims of	extremist	beliefs here and abroad who are intent on wreaking havoc and death on America and Americans . But terrorism is	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3504	956670673	956670673
3506	nyt_eng_19940821_0003	would say their operations are improving every time . '' The security source said that elements `` who adopt an	extremist	ideology '' were arrested and are now under investigation . The arrests , the statement said , `` comes in	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3505	956770051	956770051
3507	nyt_eng_19940821_0003	statement said , `` comes in the framework of an anticipatory crackdown on any attempt to revive organized activities by	extremist	groups . '' Egypt suffered a wave of Muslim fundamentalist violence in the 1990s that saw assassinations and assassination attempts	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3506	956770086	956770086
3508	nyt_eng_19940821_0003	tourists . It has arrested thousands of suspected militants and executed dozens of people in a far-reaching campaign to eliminate	extremist	groups that seek to overthrow the Mubarak government . The assault in Europe on suspected terrorists continued Wednesday , with	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3507	956770135	956770135
3509	nyt_eng_19940821_0003	of bombings in Paris in 1995 . Prosecutors in that case have accused Mamache of being a member of an	extremist	Islamic group , Takfir wal Hijira , a movement with roots in Egypt that is believed to have links to	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3508	956770952	956770952
3510	nyt_eng_19940821_0003	of the American-led operation is to break apart bin Laden 's terrorist network and to get rid of the Islamic	extremist	Taliban . The 56-member Organization of the Islamic Conference , the world 's largest Muslim body , met in Qatar	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3509	956847640	956847640
3511	nyt_eng_19940821_0003	of bombings in Paris in 1995 . Prosecutors in that case have accused Mamache of being a member of an	extremist	Islamic group , Takfir wal Hijira , a movement with roots in Egypt that is believed to have links to	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3510	956863193	956863193
3512	nyt_eng_19940821_0003	of the American-led operation is to break apart bin Laden 's terrorist network and to get rid of the Islamic	extremist	Taliban . The 56-member Organization of the Islamic Conference , the world 's largest Muslim body , met in Qatar	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3511	956867810	956867810
3513	nyt_eng_19940821_0003	choice ; and it opens onto a future of more difficult choices . Musharraf 's declaration Wednesday that `` no	extremist	activity will be tolerated in any quarter of Pakistan '' came in response to serious anti-American protests . On the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3512	956944900	956944900
3514	nyt_eng_19940821_0003	choice ; and it opens onto a future of more difficult choices . Musharraf 's declaration Wednesday that `` no	extremist	activity will be tolerated in any quarter of Pakistan '' came in response to serious anti-American protests . On the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3513	956949782	956949782
3515	nyt_eng_19940821_0003	57 percent oppose a recent cease-fire , and almost 62 percent expect the intifada to continue for years . The	extremist	group Hamas had slightly more support in the poll than the Fatah faction of Yasser Arafat , but each group	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3514	957040480	957040480
3516	nyt_eng_19940821_0003	Muslim government willing to live in peace and cooperation with the rest of the world and to replace it with	extremist	hardliners waging a continuous struggle with the West , '' he added . `` Is this in the interest of	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3515	957124724	957124724
3517	nyt_eng_19940821_0003	Pakistan is bracing for what could be an explosion of violent anti-US protests Friday , the Muslim sabbath , as	extremist	Muslim groups issue calls for `` jihad , '' or holy war , against America . The fear of the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3516	957146147	957146147
3518	nyt_eng_19940821_0003	libel are terrorist weapons . At times like these , inactivity , apathy and the spreading of rumors can help	extremist	elements . '' Muhammad Hashan-Saad , the ambassador to Uzbekistan for the Northern Alliance , also dismissed suggestions that the	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3517	957292179	957292179
3519	nyt_eng_19940821_0003	Kamal Kharrazi , Iran 's foreign minister , reiterated his country 's willingness to cooperate in a global campaign against	extremist	groups , through the United Nations . `` The campaign against terror can take different forms , '' he said	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3518	957372417	957372417
3520	nyt_eng_19940821_0003	Kamal Kharrazi , Iran 's foreign minister , reiterated his country 's willingness to cooperate in a global campaign against	extremist	groups , through the United Nations . `` The campaign against terror can take different forms , '' he said	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3519	957372867	957372867
3521	nyt_eng_19940821_0003	. '' Sen. Dianne Feinstein , D-Calif . , said the ease with which operatives linked to the exiled Saudi	extremist	Osama bin Laden entered the United States and remained here underscores that there are dangerous gaps in the immigration and	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3520	957467568	957467568
3522	nyt_eng_19940821_0003	job has become more pressing and public during the military 's attacks on Afghanistan and its ruling Taliban , a	extremist	Muslim group . `` They 've been in demand , '' said John Blair , chaplain of the Air Force	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3521	957566107	957566107
3523	nyt_eng_19940821_0003	. That scholarly backdrop is an important symbol for bin Laden 's terrorist movement as he tries to legitimize his	extremist	views of Islam . `` Many Americans seem to think that bin Laden is just a violent cult leader ,	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3522	957646606	957646606
3524	nyt_eng_19940821_0003	across the spectrum of Islamic terrorism . Algerian extremists who have joined al-Qaida from the Islamic Group , an Algerian	extremist	organization that had been driven out by the Algerian military government , have been among the most valuable to al-Qaida	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3523	957880199	957880199
3525	nyt_eng_19940821_0003	and his uncle , the first secretary-general of the Arab League . Dr. Zawahiri has been a stalwart of Islamic	extremist	groups since he was 15 , when he was arrested for membership in the outlawed Muslim Brotherhood , the world	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3524	957965302	957965302
3526	nyt_eng_19940821_0003	family has a self-interest in making Saudi Arabia more democratic to ease political pressures that now drive some Saudis to	extremist	groups and could eventually destabilize the kingdom itself . The monarchy should crack down on its own corruption and do	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3525	957980529	957980529
3527	nyt_eng_19940821_0003	Across the Middle East , warning signals are flashing for the very concept of the secular state as the Islamic	extremist	tide that brought unprecedented mayhem to America threatens the political status quo of an entire region . In interviews with	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3526	958018955	958018955
3528	nyt_eng_19940821_0003	to human rights organizations . Most had alleged ties to Egyptian Islamic Jihad and al Gam ' a al-Islamiya ,	extremist	offshoots of the Muslim Brotherhood responsible for such acts as the Sadat assassination and the murders of 86 foreign tourists	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3527	958019709	958019709
3529	nyt_eng_19940821_0003	than 600 people arrested in the FBI 's investigation of the Sept. 11 attacks are followers of al-Qaida and other	extremist	groups , but the authorities have refused to call the arrests a roundup . Privately , however , some senior	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3528	958039836	958039836
3530	nyt_eng_19940821_0003	financial and humanitarian . But a fourth prong is equally important : communications . To prevent moderate Muslims from turning	extremist	, America must ameliorate deep-seated hatred for the West throughout the Arab and Islamic worlds . One way to accomplish	https://cqp.compling.cornell.edu/CQPweb-3.2-latest/nyt0000/context.php?qname=gugrlwk6aby&batch=3529	958073100	958073100
